Species	ppl①	ppl②	ppl③	ppl④	ppl⑤	pss①	pss②	pss③	pss④	pss⑤	bbc①	bbc②	bbc③	bbc④	bbc⑤	sre①	sre②	sre③	sre④	sre⑤
TAG50:1(16:1)	0.000102654	0.00011826	6.72449E-05	0.000126974	0.000101325	0.000168623	0.000160756	0.000165157	0.000154753	0.00014348	0.000373896	0.000494094	0.000564125	0.000354163	0.000586269	0.000376081	0.000366612	0.000615701	0.000567963	0.000500127
TAG50:1(18:1)	0.000567732	0.000656537	0.000291868	0.001045695	0.000474188	0.000800047	0.000729101	0.000745009	0.000872815	0.000957782	0.000978236	0.001325647	0.001815991	0.001331079	0.00181279	0.002419514	0.00210557	0.003110204	0.003908999	0.002793234
TAG52:4(18:2)	0.001317578	0.001030171	0.001142068	0.00123508	0.000998902	0.00276574	0.002702762	0.003062408	0.003097375	0.002164872	0.001063021	0.001520772	0.001677705	0.001415973	0.002745783	0.003190811	0.00186667	0.004356473	0.004279708	0.005168866
TAG52:3(18:1)	0.00204034	0.001483424	0.00160077	0.00222274	0.001749652	0.005140887	0.004396624	0.00409079	0.005284388	0.004143083	0.002422635	0.003450484	0.003613474	0.003610857	0.005462969	0.006201141	0.003988044	0.00948389	0.008598476	0.011376354
TAG52:3(18:2)	0.000716204	0.000662432	0.000591281	0.000740374	0.000568596	0.001408247	0.001545625	0.001138457	0.001311195	0.001104535	0.00122724	0.001387001	0.001713298	0.001339804	0.00218999	0.001745935	0.001140324	0.00248814	0.002335302	0.002353406
TAG52:2(18:1)	0.000996132	0.000985305	0.000558667	0.001469452	0.000756066	0.001509975	0.001315928	0.001449143	0.001534106	0.001492679	0.001697209	0.001846501	0.002225326	0.002196954	0.002535385	0.000634209	0.002484912	0.00441904	0.004417078	0.004482098
TAG52:2(16:1)	0.000144645	0.000128646	9.96357E-05	0.000195704	0.000138554	0.000288886	0.000226414	0.000143193	0.000265484	0.00022548	0.000361383	0.000502688	0.000560052	0.000456596	0.000663143	0.000468785	0.000357031	0.000656473	0.000700104	0.000613624
PE28:1	0.000151515	0.000118412	0.000160377	0.000215939	0.000142701	0.000588412	0.000326555	0.000261299	0.000255034	0.000211933	0.000309713	0.00020246	0.000312296	0.000138568	0.000440844	0.000303883	0.000258297	0.000282359	0.000355764	0.000514859
PE30:2	0.000107837	9.00932E-05	0.000158978	5.05796E-05	0.000150607	0.000360061	0.000407213	0.000275896	0.000324376	0.000411004	0.000192758	0.000107039	0.000109393	8.15025E-05	0.000225422	0.000220911	1.87984E-05	0.000175009	0.000242221	0.000371899
PE30:1	0.002216097	0.001721793	0.00268373	0.002225451	0.003038871	0.005964759	0.005421955	0.00298688	0.003839745	0.002886576	0.004248485	0.002930744	0.003411919	0.002383004	0.003907215	0.002677675	0.001820067	0.002084615	0.00361822	0.004761332
PE30:0	0.000532554	0.000500975	0.00066244	0.000772601	0.00063216	0.000924407	0.000583207	0.000419954	0.000448285	0.000481787	0.001071242	0.00085538	0.000973034	0.000502352	0.001112042	0.000385958	0.000355745	0.000560406	0.000508121	0.000657996
PE32:2	0.003591998	0.002535727	0.003136849	0.003668907	0.003722854	0.005812709	0.004322158	0.003157231	0.00334686	0.002831137	0.002112296	0.001929116	0.002358592	0.001405438	0.002972048	0.002119581	0.001695497	0.002296195	0.001702037	0.00261607
PE32:1	0.011336932	0.00811474	0.010352958	0.010041812	0.012493124	0.015988644	0.015579476	0.009170242	0.010098297	0.007016389	0.011456464	0.009512025	0.009956146	0.006747303	0.010472627	0.009177096	0.006527305	0.007485393	0.009960957	0.0134042
PE32:0	0.000979291	0.000937133	0.001000066	0.000908935	0.001134281	0.001705497	0.001003232	0.000796376	0.000642575	0.000717524	0.001040011	0.000773643	0.001003717	0.000435956	0.001204435	0.000813418	0.00053621	0.000560134	0.000798554	0.001074704
PE33:2	0.000181958	0.00019867	0.000159686	0.000122425	0.000229356	0.000181656	0.000184618	8.96717E-05	8.04518E-05	7.97874E-05	0.000117538	5.23994E-05	0.000105141	1.53066E-05	8.54389E-05	5.69654E-05	0.000198482	5.17714E-05	9.10479E-05	4.30738E-05
PE33:1	0.000226699	0.000282519	0.000171271	0.00023551	0.000250796	0.000398667	0.000299143	0.000230769	0.000268372	0.000138331	0.000337889	0.000211749	0.000234947	0.000109618	0.000202498	0.000123936	0.00033744	0.000106223	0.000196578	0.000310041
PE34:2	0.010947447	0.009977817	0.009388577	0.011007803	0.012217363	0.013427525	0.010095611	0.006646587	0.006346393	0.004549233	0.006130311	0.004567151	0.005473553	0.00369937	0.006407675	0.00475608	0.002885333	0.003967478	0.004548847	0.006580903
PE34:1	0.012130672	0.011242714	0.01346781	0.015142021	0.014651282	0.019979559	0.012860773	0.01007889	0.011137286	0.007099768	0.014612897	0.01260238	0.013700846	0.00671887	0.016787016	0.010469371	0.007388708	0.008652935	0.009325169	0.015902322
PE34:0	0.000917986	0.000784683	0.00097192	0.001226912	0.001356779	0.001813901	0.000867607	0.000939757	0.000874945	0.000593728	0.001349455	0.000984922	0.00112239	0.000732271	0.001358044	0.001174765	0.000585769	0.000576683	0.000951105	0.001340809
PE36:3	0.001831223	0.001650136	0.001677199	0.001658474	0.001856801	0.002329126	0.001609366	0.000978885	0.001063813	0.000763949	0.000599671	0.000387277	0.000770564	0.000366419	0.000638404	0.000755613	0.000605972	0.000800342	0.00075888	0.001022248
PE36:2	0.002763593	0.002720113	0.002609941	0.003478983	0.002435465	0.004775032	0.00325366	0.002287584	0.002370202	0.002142109	0.002552559	0.002168574	0.003081757	0.001466747	0.002549594	0.001938301	0.001743451	0.001679506	0.001961328	0.002656335
PE36:1	0.000447243	0.000360175	0.000414322	0.0004985	0.000258734	0.00093222	0.000702956	0.000325755	0.000405262	0.000300059	0.000442544	0.000522689	0.000495574	0.000363505	0.000537636	0.000451702	0.00042904	0.000438016	0.000382238	0.00054121
PE24:0(12:0/12:0)	0.000157624	0.000108256	0.000104516	0.000160932	0.000225883	0.001652324	0.001067384	0.001086134	0.000914392	0.000977709	0.000183489	0.00013624	0.000245086	0.00017547	0.000197787	0.000985223	0.001132491	0.001303547	0.001264866	0.001778765
PE26:0(12:0/14:0)	0.001300997	0.001416619	0.001532329	0.001999874	0.001911769	0.003797975	0.00321884	0.002564672	0.00286184	0.001858597	0.004498092	0.002213594	0.002977066	0.001275825	0.003458572	0.005802985	0.005283293	0.005599013	0.006919523	0.007777685
PE30:1(12:0/18:1)	0.000741692	0.000440624	0.000564795	0.000741039	0.0008817	0.001468974	0.001257036	0.000679923	0.001054993	0.000770273	0.00209564	0.001172248	0.001506604	0.000941229	0.001641241	0.001075859	0.000436049	0.000923153	0.000867579	0.001552944
PE26:0(14:0/12:0)	0.000655624	0.000655062	0.000840819	0.000870691	0.000786642	0.002040995	0.001586014	0.001141679	0.001196597	0.001087402	0.002005435	0.001358045	0.001401454	0.000712302	0.001638597	0.002771854	0.002087728	0.0028433	0.002879634	0.002807863
PE28:1(14:0/14:1)	0.000931338	0.000659038	0.000998331	0.001054443	0.00123025	0.002713498	0.002332472	0.001462263	0.001776166	0.001772094	0.002245373	0.001617072	0.001915388	0.001253244	0.001890714	0.001950432	0.002018588	0.002547071	0.003097481	0.003183317
PE30:1(14:0/16:1)	0.027410034	0.022548401	0.029328719	0.028401622	0.03402533	0.060380631	0.048782264	0.039086255	0.037904215	0.029590806	0.041542226	0.034660865	0.039065093	0.02192237	0.042124525	0.030311211	0.019572939	0.027435149	0.033338903	0.042534524
PE30:0(14:0/16:0)	0.008624732	0.009332273	0.009789402	0.013282117	0.012050614	0.011404539	0.010634542	0.008075457	0.007569564	0.005416646	0.021622169	0.014299757	0.016998606	0.007581886	0.017754547	0.008836367	0.00524067	0.008471263	0.009546523	0.012034517
PE32:1(14:0/18:1)	0.013537419	0.012582222	0.014216677	0.016150462	0.018400145	0.028788992	0.025668182	0.024270893	0.019607379	0.013432911	0.024205739	0.019061396	0.025842545	0.011907593	0.025305373	0.016613364	0.008044493	0.013429492	0.017727006	0.025352167
PE32:0(14:0/18:0)	0.000466431	0.000366951	0.00061234	0.000648015	0.000643291	0.000901229	0.001119998	0.000909801	0.000815519	0.000460668	0.000808021	0.00083335	0.000978984	0.000506667	0.00098981	0.000698368	0.000384734	0.000604641	0.000653554	0.000944317
PE32:1(16:0/16:1)	0.119304039	0.090955301	0.121771977	0.105537171	0.124034299	0.191783249	0.142573541	0.113306999	0.119298454	0.084967572	0.1438218	0.121307279	0.135630306	0.073047273	0.137350877	0.106715631	0.079506604	0.094875235	0.113732318	0.176677434
PE32:0(16:0/16:0)	0.016524368	0.01345426	0.022145932	0.016785533	0.024038052	0.022544299	0.018371991	0.014067856	0.012911333	0.00878202	0.019170003	0.014675747	0.015361549	0.008338643	0.01852732	0.01249411	0.007969445	0.010627037	0.013022477	0.017819352
PE33:1(16:0/17:1)	0.000954573	0.001328305	0.001578538	0.001024559	0.00168673	0.001931374	0.001898325	0.00114258	0.000899893	0.000938852	0.002432704	0.001591756	0.001532221	0.000966817	0.001849662	0.00122166	0.000805138	0.001269399	0.001237121	0.001754084
PE34:2(16:0/18:2)	0.102349765	0.09664105	0.103018678	0.078875148	0.113119759	0.112901186	0.099565735	0.068991121	0.060532958	0.037543533	0.048248058	0.032791537	0.040437127	0.022151883	0.052583635	0.043446318	0.02721826	0.035043226	0.044300602	0.061289615
PE34:1(16:0/18:1)	0.148596974	0.121716009	0.139685272	0.133014554	0.165294052	0.242806047	0.205352029	0.159914031	0.153866967	0.103195347	0.192808088	0.170891217	0.191613588	0.111537665	0.198937427	0.166836212	0.107267384	0.141933854	0.166619503	0.255848911
PE34:0(16:0/18:0)	0.006238118	0.004820981	0.00513463	0.005829017	0.00578513	0.007976504	0.007369255	0.005165271	0.004651929	0.003235635	0.006796819	0.005527994	0.006701216	0.00345232	0.008488929	0.005692892	0.003572938	0.004647494	0.005353872	0.008068811
PE34:4(18:3/16:1)	0.000877161	0.00063548	0.000861697	0.00073752	0.001006991	0.002066816	0.002006123	0.001347033	0.001668127	0.000944099	0.00015471	0.000140134	0.000270873	3.7361E-05	0.000254745	0.000726989	0.000511787	0.000759547	0.000681952	0.00118937
PE34:3(18:3/16:0)	0.003473877	0.002560985	0.00331763	0.00293968	0.004062767	0.006332467	0.005426082	0.004226831	0.003912053	0.002589541	0.001226357	0.000867101	0.001097525	0.000657695	0.001460933	0.002258989	0.001627371	0.00212277	0.002341829	0.003308776
PE34:1(18:0/16:1)	0.003481581	0.002014847	0.00335533	0.002691401	0.003522802	0.009795499	0.007097918	0.004371424	0.00574158	0.004543996	0.004056959	0.003811578	0.004619176	0.002323923	0.005245015	0.004607161	0.003669207	0.003398013	0.004438275	0.00607822
PE34:0(18:0/16:0)	0.012687459	0.010204975	0.010732279	0.01055917	0.012020038	0.016779637	0.013993542	0.009725285	0.008837485	0.006340251	0.013460371	0.014132587	0.01242376	0.006811067	0.016802803	0.010420125	0.005661414	0.008637704	0.009743826	0.015420794
PE36:2(18:0/18:2)	0.00277086	0.001955427	0.002254467	0.001449492	0.002426097	0.007731966	0.005058507	0.003845458	0.004404797	0.003485981	0.001581097	0.001505196	0.00145932	0.001028306	0.001998642	0.003317915	0.002737769	0.002142769	0.002906368	0.003294492
PE36:1(18:0/18:1)	0.00601242	0.00393865	0.00464141	0.004991818	0.005081162	0.012530951	0.008956775	0.005654689	0.007577622	0.005383375	0.006495269	0.005738325	0.005638602	0.003498591	0.007399457	0.006188167	0.004704589	0.00580997	0.005908148	0.009015298
PE36:0(18:0/18:0)	0.000400631	0.000342261	0.000319682	0.000366396	0.000408437	0.000822417	0.000584672	0.000431139	0.000511414	0.000260674	0.00035368	0.000290793	0.000442271	0.000251195	0.000422384	0.000287466	0.000283492	0.000438484	0.000361494	0.000591017
PA32:2	2.25316E-05	1.94397E-05	2.10644E-05	4.27778E-05	2.60036E-05	5.53459E-05	4.15655E-05	9.86693E-05	9.0157E-05	6.7779E-05	8.79593E-05	8.90873E-05	0.00012755	0.000111348	0.000134768	0.000116543	0.000124422	0.000153522	0.000117635	0.000117635
PA32:1	4.95294E-05	4.84206E-05	3.34585E-05	9.08941E-05	6.23614E-05	0.000143049	8.26254E-05	0.000215436	0.000158571	0.000142689	0.000212846	0.00021673	0.000245479	0.000187057	0.000292661	0.000359084	0.000217408	0.000329806	0.000326246	0.000320991
PA34:3	2.72148E-05	2.85213E-05	1.85594E-05	3.40755E-05	2.99665E-05	3.97074E-05	2.33006E-05	6.5611E-05	5.03166E-05	4.28701E-05	4.94205E-05	5.74722E-05	6.51941E-05	4.41329E-05	6.28068E-05	0.000101521	4.7203E-05	6.90508E-05	6.26906E-05	7.18647E-05
PA34:2	0.000102239	0.000106536	5.58206E-05	0.000143626	0.000110862	0.00015345	8.8435E-05	0.000202668	0.00018962	0.000114422	0.000184734	0.000206156	0.000197427	0.000154297	0.000253965	0.000308224	0.000211892	0.00030647	0.000268944	0.000238035
PA34:1	7.87998E-05	9.62429E-05	4.96789E-05	0.000163725	0.0001082	0.000196088	0.000112925	0.00028176	0.000233059	0.000154484	0.000269568	0.000343235	0.000327081	0.000272698	0.000455528	0.000427916	0.000334693	0.000478151	0.000516741	0.000522313
CL66:5	0.000325064	0.000397988	0.000251435	0.000569987	0.000408322	0.000243046	9.69794E-05	0.000135808	0.000619167	7.47119E-05	0.000104713	0.000128871	0.000352961	4.46398E-05	0.000206325	0.000119178	0.00011346	0.000253792	0.000415394	0.000264127
CL66:4	0.000213473	0.000140643	8.61467E-05	0.000277099	0.000297361	0.000636304	0.000263432	8.08652E-05	0.00062633	0.000351909	0.000450312	0.000292519	0.000384724	0.000186101	0.000438969	0.000359265	0.001014239	0.000157049	0.000273739	0.000192684
CL64:4(16:1)	0.00285483	0.003120251	0.001853289	0.004531077	0.003437667	0.002264516	0.001096207	0.000722792	0.003487883	0.001859231	0.003026139	0.002450967	0.003387239	0.001106665	0.003310174	0.001373573	0.003091573	0.00152628	0.001719275	0.002402455
CL66:5(16:1)	0.004375194	0.004095641	0.002513779	0.006273227	0.004205075	0.00351152	0.001189348	0.001094904	0.004375421	0.001461836	0.001629181	0.002043915	0.002517142	0.001500217	0.002894929	0.00142097	0.00430612	0.002868622	0.002520589	0.002509305
CL66:4(16:1)	0.002062744	0.001344496	0.001074927	0.002362316	0.001947194	0.004910017	0.002229496	0.001427386	0.007739159	0.001956613	0.004308178	0.00326991	0.004441097	0.001846598	0.003382385	0.002212071	0.007684336	0.004104407	0.004077901	0.003724891
CL68:6(18:2)	0.001482265	0.002082871	0.001043768	0.002439436	0.00161446	0.000733009	0.000297185	0.000774114	0.001732186	0.000258286	0.000286518	0.000600253	0.00052064	0.000316071	0.000530222	0.000546618	0.00150572	0.00096457	0.001058353	0.000834899
CL68:5(16:1)	0.001162695	0.001425391	0.000641625	0.00160227	0.001152317	0.002617974	0.001111361	0.001139257	0.004195207	0.001106928	0.001172385	0.001080881	0.001994425	0.000723822	0.001403434	0.000809313	0.004760473	0.002284343	0.001978606	0.00123227
CL68:4(16:1)	0.00039517	0.000301858	0.000201248	0.000446114	0.000436473	0.0019002	0.000873794	0.000623632	0.003166776	0.001087723	0.001152366	0.00099125	0.001432408	0.000361715	0.001063731	0.000969142	0.002115622	0.001272992	0.001110043	0.001390598
CL70:7(18:2)	0.000741233	0.001629777	0.000598371	0.001270925	0.000954441	0.000622248	0.000368749	0.000358068	0.001207085	0.000346747	0.000162369	4.00142E-05	0.000195394	5.14163E-05	0.000437437	0.000332529	0.000256903	0.00020855	0.000535598	0.000763023
CL70:6(18:2)	0.000713427	0.000736649	0.000288091	0.00055928	0.000447403	0.000797878	0.000430709	0.000246311	0.000952925	0.00054208	0.000324399	0.000193437	0.000323073	0.000175614	0.000459039	0.000347258	0.001333716	0.000456402	0.000447732	0.000629872
PI 32:3	4.51494E-05	2.2606E-05	3.14615E-05	5.3551E-05	2.61739E-05	7.46683E-05	7.42853E-05	7.32583E-05	9.19342E-05	8.84E-05	9.3602E-05	9.11812E-05	0.000133062	7.9967E-05	0.000142311	0.000117148	5.29552E-05	9.60185E-05	0.0001488	0.000142456
PI 32:2	0.001271913	0.001164467	0.000996832	0.001555043	0.001217018	0.002015646	0.002034799	0.001923432	0.002188598	0.002650362	0.00367371	0.003182208	0.004556244	0.002936134	0.005231009	0.002320107	0.001343635	0.003034856	0.003324816	0.00330327
PI 32:1	0.002539433	0.002175741	0.001697253	0.002819548	0.002047776	0.003443601	0.003995916	0.003188921	0.003551228	0.004359013	0.009280845	0.00787873	0.011746596	0.006675935	0.01250438	0.005304318	0.003626256	0.00623106	0.007910154	0.007319231
PI 32:0	0.000208677	0.000176138	0.000131635	0.000232047	0.000164136	0.000238356	0.00027125	0.000231456	0.000296672	0.000322096	0.000652276	0.000610225	0.000872422	0.000478498	0.00092434	0.000366307	0.000345046	0.000577068	0.000609845	0.000465372
PI 33:2	7.41727E-05	5.77658E-05	5.44587E-05	7.53881E-05	8.57405E-05	0.000113903	0.000203953	0.000160195	0.000170922	0.000162339	0.000225785	0.000169452	0.000249539	0.000157265	0.000313127	0.000219342	0.000124057	0.000228782	0.000294174	0.000271464
PI 33:1	5.43708E-05	5.66636E-05	4.64377E-05	5.82673E-05	5.64285E-05	0.000113897	0.000136856	6.71218E-05	0.000124855	0.000158189	0.000214791	0.000207099	0.000272295	0.000187387	0.000339817	0.000187489	0.000123149	0.000219849	0.000227759	0.000238311
PI 34:3	0.002213371	0.002453689	0.001772055	0.002996758	0.002583139	0.002359173	0.003012954	0.002818025	0.003313368	0.003065346	0.004439102	0.003218609	0.005100922	0.003212945	0.006218505	0.002821999	0.001704483	0.003270472	0.003882536	0.003770106
PI 34:2	0.009135102	0.008802673	0.007227972	0.012142393	0.010159347	0.0102803	0.012996139	0.011849935	0.012936338	0.013572476	0.021539702	0.015916844	0.023854074	0.014346664	0.02919121	0.014525332	0.008633077	0.017692371	0.020694974	0.019850876
PI 34:1	0.002482855	0.002505246	0.001862634	0.003054347	0.002890571	0.002952689	0.003589275	0.003393495	0.003506169	0.003816201	0.009045781	0.0064782	0.010193036	0.005451206	0.01141763	0.005765957	0.004164973	0.006936979	0.007901401	0.007740955
PI 34:0	0.000187329	0.000170753	0.000141025	0.000236454	0.000176268	0.00024645	0.000215749	0.000212654	0.000218431	0.000254785	0.000637516	0.000506231	0.00072409	0.000379577	0.000783516	0.000419191	0.000353967	0.000518087	0.000593347	0.000608218
PI 35:2	0.000110805	0.000108509	7.92464E-05	0.000124057	0.000162238	0.000137386	0.000221004	0.000175754	0.000174541	0.000176175	0.000200438	0.000197503	0.000205531	0.000171411	0.000330656	0.000213439	6.79413E-05	0.000207417	0.000260212	0.000240386
PI 35:1	2.21859E-05	2.87509E-05	2.72396E-05	4.19912E-05	2.91354E-05	5.03211E-05	6.18956E-05	7.80096E-05	5.61161E-05	8.04724E-05	8.14182E-05	7.69137E-05	0.000139132	6.82796E-05	0.000150704	8.04107E-05	5.29015E-05	9.17088E-05	0.000138984	0.000152333
PI 36:5	8.1159E-05	0.000103256	5.60326E-05	0.000103994	0.000105365	2.55189E-05	4.59181E-05	5.58013E-05	4.01182E-05	1.87058E-05	5.11045E-05	3.81274E-05	5.56823E-05	5.13856E-05	7.68556E-05	3.1982E-05	2.93147E-05	5.45381E-05	4.63486E-05	2.96939E-05
PI 36:4	0.003098621	0.002302213	0.001866805	0.003921004	0.003049792	0.001247342	0.00182008	0.001375205	0.001431998	0.001260649	0.001823128	0.001402372	0.001964147	0.001084632	0.00261041	0.001342355	0.000820557	0.001598022	0.001720978	0.001890049
PI 36:3	0.016529532	0.011583718	0.010611663	0.020722362	0.016395004	0.011303396	0.01480405	0.011672639	0.012953046	0.012107145	0.015422651	0.011829407	0.016410996	0.009394288	0.020520666	0.011896486	0.006660847	0.013122467	0.016438065	0.016500055
PI 36:2	0.005881852	0.004990611	0.003789592	0.00824876	0.006865062	0.005608877	0.006664698	0.004781811	0.005730063	0.005876108	0.01215043	0.008345305	0.011503522	0.006333468	0.013171574	0.007292837	0.004113857	0.00794373	0.009901661	0.009442182
PI 36:1	0.000739454	0.000672163	0.000476427	0.000973216	0.000865823	0.000746497	0.00086561	0.000558563	0.000873519	0.000812764	0.002013795	0.001550586	0.002315144	0.000943157	0.002496687	0.001193037	0.000965726	0.001377266	0.00167847	0.001699818
PI 36:0	4.75705E-05	4.51636E-05	3.81756E-05	6.26746E-05	4.30605E-05	7.53087E-05	7.14658E-05	5.77222E-05	8.93193E-05	8.13483E-05	0.000173107	0.000151231	0.000187373	0.000100029	0.000272608	0.000123952	9.22453E-05	0.000105877	0.000175548	0.000184216
